tspan,sigma1,sigma2,sigma3
0.04496,0.8662517,0.8659,0.87034434
0.04497,0.8653014,0.8649595,0.8693999
0.044979997,0.86493444,0.8646022,0.8690406
0.04499,0.86517376,0.86485064,0.8692889
0.044999998,0.8660037,0.8656889,0.8701296
0.045009997,0.8673719,0.8670646,0.87151074
0.04502,0.86919224,0.8688913,0.87334645
0.045029998,0.87134993,0.87105423,0.8755224
0.045039997,0.87370944,0.8734176,0.87790227
0.04505,0.87612224,0.87583333,0.88033676
0.045059998,0.8784368,0.8781495,0.88267255
0.045069996,0.8805077,0.880221,0.8847625
0.04508,0.8822048,0.88191795,0.8864749
0.045089997,0.88342166,0.8831338,0.88770187
0.0451,0.88408184,0.88379264,0.8883666
0.04511,0.8841442,0.8838532,0.8884281
0.045119997,0.88360476,0.8833122,0.8878838
0.04513,0.8824978,0.8822039,0.88676894
0.04514,0.8808931,0.88059837,0.8851553
0.045149997,0.8788918,0.87859696,0.88314486
0.04516,0.8766199,0.87632585,0.8808645
0.045169998,0.8742205,0.8739283,0.8784573
0.045179997,0.87184465,0.87155545,0.8760741
0.04519,0.8696419,0.86935705,0.87386346
0.045199998,0.8677512,0.8674718,0.8719634
0.045209996,0.8662914,0.866019,0.8704924
0.04522,0.86535466,0.86509037,0.8695423
0.045229997,0.865,0.864745,0.8691726
0.045239996,0.86525023,0.8650056,0.86940664
0.04525,0.86608976,0.8658564,0.87023044
0.045259997,0.86746615,0.8672446,0.87159264
0.045269996,0.8692932,0.8690839,0.8734082
0.04528,0.87145644,0.87125945,0.8755634
0.045289997,0.8738202,0.87363535,0.87792265
0.0453,0.8762362,0.876063,0.8803371
0.045309998,0.878553,0.87839055,0.88265455
0.045319997,0.880625,0.8804723,0.8847283
0.04533,0.8823224,0.8821781,0.8864276
0.045339998,0.88353854,0.88340133,0.88764507
0.045349997,0.88419735,0.8840654,0.8883044
0.04536,0.8842574,0.8841289,0.88836455
0.045369998,0.88371503,0.8835883,0.8878224
0.045379996,0.88260436,0.8824774,0.8867127
0.04539,0.8809953,0.88086617,0.8851054
0.045399997,0.87898886,0.8788557,0.88310146
0.045409996,0.87671113,0.87657213,0.8808261
0.04542,0.8743051,0.8741585,0.8784214
0.045429997,0.8719219,0.8717662,0.876037
0.045439996,0.8697111,0.8695449,0.87382114
0.04545,0.8678112,0.8676336,0.87191206
0.045459997,0.8663414,0.8661516,0.8704285
0.045469996,0.86539376,0.8651911,0.86946297
0.045479998,0.8650273,0.86481166,0.86907566
0.045489997,0.86526465,0.86503625,0.86929023
0.0455,0.86609054,0.86584955,0.8700926
0.045509998,0.8674525,0.86719954,0.8714308
0.045519996,0.8692645,0.86900026,0.87321913
0.04553,0.87141204,0.87113756,0.8753428
0.045539998,0.87375975,0.8734759,0.87766534
0.045549996,0.8761594,0.8758675,0.8800378
0.04556,0.87845975,0.87816083,0.88230765
0.045569997,0.88051534,0.880211,0.8843292
0.045579996,0.88219655,0.8818881,0.8859725
0.04559,0.88339704,0.8830859,0.8871321
0.045599997,0.8840408,0.88372827,0.8877331
0.045609996,0.88408685,0.8837742,0.88773596
0.045619998,0.8835317,0.88322014,0.8871395
0.045629997,0.8824098,0.88210016,0.88597924
0.045639995,0.88079125,0.8804843,0.88432634
0.045649998,0.87877727,0.8784736,0.88228214
0.045659997,0.87649417,0.8761941,0.8799727
0.045669995,0.8740851,0.87378883,0.87753993
0.045679998,0.87170124,0.87140876,0.8751341
0.045689996,0.8694922,0.86920345,0.8729038
0.0457,0.8675965,0.86731136,0.87098765
0.045709997,0.86613345,0.86585164,0.8695048
0.045719996,0.86519486,0.86491615,0.86854833
0.04573,0.86484,0.8645638,0.8681786
0.045739997,0.86509115,0.86481726,0.8684194
0.045749996,0.865933,0.86566085,0.8692564
0.04576,0.86731285,0.86704206,0.8706373
0.045769997,0.86914456,0.86887455,0.8724762
0.045779996,0.8713133,0.87104374,0.87465763
0.045789998,0.87368333,0.8734139,0.87704515
0.045799997,0.87610626,0.8758368,0.8794893
0.045809995,0.87843037,0.8781607,0.88183755
0.045819998,0.8805101,0.88024044,0.8839441
0.045829996,0.8822154,0.8819459,0.88567865
0.045839995,0.8834398,0.8831708,0.8869351
0.045849998,0.88410676,0.88383883,0.88763756
0.045859996,0.8841754,0.8839088,0.88774496
0.045869995,0.8836419,0.8833772,0.8872539
0.045879997,0.88254046,0.8822781,0.8861983
0.045889996,0.8809409,0.8806814,0.8846469
0.0459,0.8789444,0.8786882,0.8826996
0.045909997,0.8766769,0.8764247,0.88048065
0.045919996,0.87428164,0.8740337,0.8781313
0.04593,0.8719094,0.87166625,0.8758013
0.045939997,0.86970997,0.86947197,0.8736392
0.045949996,0.8678218,0.8675893,0.8717836
0.045959998,0.86636424,0.86613727,0.8703537
0.045969997,0.86542916,0.8652078,0.8694424
0.045979995,0.8650757,0.8648599,0.86910945
0.045989998,0.86532664,0.8651159,0.869378
0.045999996,0.86616635,0.86596006,0.8702322
0.04601,0.8675424,0.86733997,0.8716191
0.04602,0.86936843,0.8691692,0.8734509
0.04603,0.87153,0.87133294,0.87561154
0.04604,0.87389123,0.8736956,0.8779638
0.04605,0.8763039,0.87610865,0.88035834
0.04606,0.8786162,0.8784204,0.88264346
0.04607,0.88068277,0.8804858,0.8846743
